property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
19495,-37.664744,144.93718,8 Warne Street,COOLAROO,2250000.0,house,2009,3,1,0,SC_072,2041,19960,855,39,1,hospital_104,2151,S_153,2020
44810,-37.707273,145.097254,29A Vermont Parade,GREENSBOROUGH,4000000.0,house,2015,3,1,2,SC_017,5961,19985,1036,38,0,hospital_075,795,S_020,379
33470,-37.702793,145.024508,1/62 Dundee Street,RESERVOIR,3960000.0,house,2016,3,2,2,SC_047,4013,20008,1419,36,1,hospital_025,2279,S_225,2490
15994,-37.7034,144.882486,2/169 Melrose Drive,TULLAMARINE,7200000.0,house,2010,3,2,1,SC_010,1256,20032,3062,33,0,hospital_184,4765,S_198,2895
16222,-37.703001,144.935017,1/37 Maude Avenue,GLENROY,4895000.0,house,2015,3,1,2,SC_030,3533,20032,1577,33,0,hospital_184,5108,S_004,555
40925,-37.688359,145.058862,6 Dryden Court,BUNDOORA,7667000.0,house,2013,4,2,0,SC_062,4710,19984,3339,34,0,hospital_041,499,S_155,1204
30111,-37.77553,144.991,45 Clarke Street,NORTHCOTE,14080000.0,house,2011,3,1,1,SC_103,4116,20017,311,18,1,hospital_035,2042,S_138,2523
30240,-37.771559,144.995208,58 Herbert Street,NORTHCOTE,7600000.0,house,2016,2,1,1,SC_103,3608,20016,189,20,1,hospital_035,1471,S_105,2398
95050,-37.92673874,145.0371552,2 Anderson Street,BENTLEIGH,3944000.0,house,2008,2,2,1,SC_046,1424,19938,231,39,0,hospital_110,704,S_107,912
67694,-37.746123,145.346821,8 Dalray Place,LILYDALE,4620000.0,house,2012,3,2,2,SC_084,3189,19876,1049,60,1,hospital_151,1124,S_233,1351
76983,-37.926119,145.110944,74 Harlington Street,CLAYTON,2992000.0,house,2013,4,2,2,SC_087,4925,19915,857,39,0,hospital_076,974,S_170,670
52849,-37.81599045,145.0024719,269 Highett Street,RICHMOND,12350000.0,house,2009,3,2,1,SC_068,2682,19978,978,7,1,hospital_042,339,S_076,935
34121,-37.715525,144.995828,197A Edwardes Street,RESERVOIR,7680000.0,house,2014,4,2,2,SC_103,2732,20010,995,32,1,hospital_139,300,S_030,1903
53390,-37.82399,145.012798,5 Bellevue Street,RICHMOND,13706000.0,house,2015,2,2,0,SC_038,1888,19906,609,13,0,hospital_122,920,S_102,1864
61774,-37.824607,145.228398,30 Ireland Street,RINGWOOD,12870000.0,house,2016,4,1,1,SC_032,1320,19902,972,43,1,hospital_105,1978,S_040,1409
70950,-37.847287,145.244994,1 Dalkeith Road,WANTIRNA,10176000.0,house,2016,4,3,2,SC_032,4099,19871,2112,46,1,hospital_179,1554,S_139,1984
17791,-37.7015,144.915459,860 Pascoe Vale Road,GLENROY,22500000.0,house,2011,3,2,1,SC_010,2874,20032,372,33,0,hospital_184,4633,S_209,904
36699,-37.660441,145.032535,10 Gillespie Place,EPPING,4235000.0,house,2011,3,2,2,SC_062,4769,20005,921,43,1,hospital_053,1724,S_229,1324
13222,-37.716032,144.77973,5 Goldsmith Drive,DELAHEY,6800000.0,house,2011,4,2,1,SC_107,2740,20000,1730,39,0,hospital_057,5819,S_094,1558
49356,-37.813803,145.075595,3 Grant Avenue,BALWYN,30100000.0,house,2015,4,3,1,SC_099,1939,19893,1288,29,1,hospital_064,2466,S_113,2262
92427,-37.975972,145.081624,74 Voltri Street,MENTONE,10625000.0,house,2011,4,2,2,SC_003,847,19865,1586,39,0,hospital_133,1443,S_003,983
59294,-37.826525,145.200477,10 Glenburnie Road,MITCHAM,7000000.0,house,2014,3,1,2,SC_088,2005,19900,1207,40,1,hospital_010,1875,S_202,2153
91721,-37.975031,145.048857,53 Spicer Street,BEAUMARIS,9440000.0,house,2014,5,3,2,SC_079,2963,19866,1059,37,0,hospital_055,618,S_011,1396
58248,-37.821881,145.143185,6 Myrtle Grove,BLACKBURN,17850000.0,house,2010,3,1,1,SC_037,1853,19897,250,35,1,hospital_060,1675,S_018,1122
59513,-37.824206,145.198672,18 Simpson Street,MITCHAM,7320000.0,house,2010,3,1,2,SC_088,1765,19900,907,40,1,hospital_010,1583,S_202,1974
15471,-37.727039,144.915665,74 Lebanon Street,STRATHMORE,6296000.0,house,2012,3,1,2,SC_082,1178,20033,1136,31,0,hospital_184,1938,S_198,1766
10775,-37.784936,144.9235,65 Illawarra Road,FLEMINGTON,11620000.0,house,2011,3,1,1,SC_011,707,20040,551,15,0,hospital_007,1154,S_086,459
6288,-37.78957367,144.8234253,18 Armstrong Street,SUNSHINE WEST,5670000.0,house,2008,3,1,3,SC_102,1203,20021,840,26,0,hospital_174,1546,S_080,1227
66193,-37.75981903,145.3211975,3 PARTRIDGE WAY,MOOROOLBARK,6480000.0,house,2008,4,2,2,SC_084,666,19876,2382,60,1,hospital_113,2966,S_168,245
14744,-37.754522,144.904722,7 McCarron Parade,ESSENDON,14450000.0,house,2011,3,1,2,SC_082,2287,20037,1024,21,0,hospital_184,1361,S_197,1222
47402,-37.719216,145.153323,62 York St,ELTHAM,12110000.0,house,2015,3,2,2,SC_051,5102,19987,795,44,0,hospital_075,4464,S_194,624
92788,-37.993205,145.096954,16 Verbena Street,MORDIALLOC,9904000.0,house,2010,3,1,2,SC_003,2553,19863,1698,44,0,hospital_001,2135,S_119,1883
53067,-37.81537,145.001812,33 Somerset St,RICHMOND,14400000.0,house,2011,3,1,1,SC_068,2620,19978,915,7,1,hospital_042,267,S_076,844
21746,-37.736018,144.958254,10 Higinbotham Street,COBURG,10920000.0,house,2010,3,1,1,SC_030,821,19964,490,30,1,hospital_084,2012,S_172,878
77643,-37.928907,145.174198,2 Lola Street,MULGRAVE,7871000.0,house,2012,3,2,1,SC_073,2724,19913,2929,44,0,hospital_161,3584,S_067,1483
17782,-37.702065,144.941123,86 Hilton Street,HADFIELD,7560000.0,house,2015,4,2,2,SC_030,3469,19961,1571,35,1,hospital_139,5303,S_004,590
47814,-37.8083138,145.0367034,12 St Johns Parade,KEW,25500000.0,house,2013,4,2,2,SC_083,1356,19904,1464,20,0,hospital_064,1021,S_039,583
75987,-37.902681,145.089237,25 Davey Avenue,OAKLEIGH,10430000.0,house,2013,5,1,2,SC_087,1724,19917,270,34,0,hospital_166,1519,S_167,1724
89460,-37.946807,145.021758,339 Bluff Road,SANDRINGHAM,9900000.0,house,2011,3,2,2,SC_046,1668,19948,1560,29,0,hospital_036,1657,S_214,158
66015,-37.765478,145.318026,21 SAVANNA DRIVE,MOOROOLBARK,3870000.0,house,2013,3,2,2,SC_084,892,19877,2202,54,1,hospital_113,3258,S_168,717
69524,-37.866036,145.088781,13 Gloucester Road,ASHBURTON,7731000.0,house,2015,2,1,1,SC_042,1281,19848,795,36,0,hospital_098,409,S_112,440
55970,-37.833861,145.070526,8 Woodlands Avenue,CAMBERWELL,5876000.0,house,2010,4,2,2,SC_099,1526,19851,207,30,0,hospital_168,1922,S_160,134
73251,-37.861981,145.27672,202 Boronia Road,BORONIA,27300000.0,house,2015,3,1,2,SC_049,4550,19869,695,53,1,hospital_049,531,S_024,692
39456,-37.67765,145.050407,11 Datura Walk,BUNDOORA,4800000.0,house,2015,3,2,2,SC_062,4234,20007,3197,38,1,hospital_041,1894,S_155,2376
82305,-37.991079,145.24018,6 Ash Street,DOVETON,3720000.0,house,2014,3,1,1,SC_077,1725,19888,2675,54,0,hospital_119,1976,S_184,2120
62618,-37.825542,145.239278,18 Edna Street,HEATHMONT,7300000.0,house,2013,3,1,2,SC_032,1695,19871,558,46,1,hospital_105,1638,S_190,1750
27366,-37.58544922,144.9391937,6 Eades Way,CRAIGIEBURN,5355000.0,house,2008,3,2,2,SC_110,1417,40221,1858,46,0,hospital_104,7450,S_178,1056
81687,-37.99860764,145.2517242,11 Mystic Court,EUMEMMERRING,3410000.0,house,2009,4,2,2,SC_077,791,19885,2654,59,0,hospital_119,3242,S_212,1400
8687,-37.752866,144.753742,9 Billungah Place,BURNSIDE,3906500.0,house,2016,4,2,2,SC_048,2463,20002,4172,33,0,hospital_057,5414,S_156,27
92338,-37.979091,145.070047,5 Tolls Avenue,MENTONE,11882000.0,house,2016,3,1,3,SC_003,1890,19865,528,39,0,hospital_133,389,S_011,723
11316,-37.786251,144.886011,29 Allara Avenue,MARIBYRNONG,9750000.0,house,2014,4,2,1,SC_085,1456,20023,1733,20,0,hospital_003,720,S_049,1480
40506,-37.696037,145.07726,39 Boston Road,BUNDOORA,8745000.0,house,2013,4,3,2,SC_062,4991,19984,1758,34,0,hospital_041,1360,S_155,1995
25806,-37.589282,144.933144,2 Foxglove Lane,CRAIGIEBURN,3795000.0,house,2010,3,2,1,SC_110,1153,40221,1659,46,0,hospital_104,6928,S_178,531
49901,-37.76839,145.095828,130 Manningham Road,BULLEEN,14325000.0,house,2016,3,2,2,SC_009,460,19935,3339,26,0,hospital_193,1786,S_154,469
46525,-37.704109,145.155524,1212 Main Road,ELTHAM,8775000.0,house,2010,3,2,2,SC_051,3409,19987,1251,44,0,hospital_075,4375,S_194,1232
62776,-37.827016,145.23238,26 Adrian Court,HEATHMONT,15130000.0,house,2016,3,1,2,SC_032,1618,19871,1080,46,1,hospital_105,2002,S_040,1707
72484,-37.8513,145.259013,57 Terama Crescent,BAYSWATER,4420000.0,house,2012,3,2,2,SC_032,5046,19870,1333,50,1,hospital_002,930,S_139,1157
42357,-37.735875,145.061457,51 Davies Street,ROSANNA,17170000.0,house,2016,3,2,2,SC_017,2300,19936,882,28,0,hospital_090,1653,S_100,2664
73591,-37.84262848,145.2909851,36 Robertson Crescent,BORONIA,3550000.0,house,2009,3,2,0,SC_022,4897,19870,2011,50,1,hospital_049,2339,S_139,2118
87406,-37.94162369,145.0131989,16 Myrtle Road,HAMPTON,18150000.0,house,2008,4,2,2,SC_046,2220,19949,1107,27,0,hospital_036,837,S_214,890
72343,-37.848309,145.250946,37 Phyllis Street,BAYSWATER,5544000.0,house,2012,3,1,2,SC_032,4410,19870,1679,50,1,hospital_002,1712,S_139,1522
77708,-37.924215,145.186734,20 Sir Kenneth Luke Boulevard,MULGRAVE,12450000.0,house,2015,3,2,2,SC_073,2000,19913,4058,44,0,hospital_161,2816,S_067,1322
95430,-37.917344,145.050319,29A Buckingham Avenue,BENTLEIGH,11074000.0,house,2012,3,2,2,SC_046,2681,19939,1170,38,0,hospital_159,1556,S_107,762
6346,-37.782779,144.81643,2 Bruce Street,ALBION,6470000.0,house,2016,3,1,1,SC_102,1509,20004,925,28,0,hospital_174,1525,S_080,1472
29837,-37.7736891,145.0038366,28 Andrew Street,NORTHCOTE,11484000.0,house,2012,3,1,1,SC_001,3401,19929,724,16,0,hospital_035,1251,S_105,2518
82573,-37.914937,145.258126,137 Dandelion Drive,ROWVILLE,7982000.0,house,2016,3,2,2,SC_049,4959,19868,4932,55,1,hospital_026,4744,S_027,2949
8767,-37.876345,144.75654,10 Carole Court,SEABROOK,3432000.0,house,2009,3,2,1,SC_092,3068,46468,1077,33,0,hospital_073,6749,S_007,1556
6107,-37.787863,144.843373,12 Nixon Street,SUNSHINE,4440000.0,house,2014,3,1,2,SC_102,1060,20021,926,26,0,hospital_174,1481,S_080,1140
26698,-37.579392,144.937067,38 Parramatta Walk,CRAIGIEBURN,3905000.0,house,2016,3,2,1,SC_005,1561,40221,2556,46,0,hospital_104,8072,S_178,1648
92137,-37.980117,145.057983,224 Balcombe Road,MENTONE,11040000.0,house,2011,2,1,2,SC_003,2905,19865,660,39,0,hospital_055,520,S_011,422
84027,-37.855813,145.007236,43 Highbury Grove,PRAHRAN,15400000.0,house,2009,3,1,2,SC_066,1530,19946,812,23,0,hospital_132,238,S_115,882
46261,-37.715478,145.133697,8 Stephen Street,MONTMORENCY,7980000.0,house,2015,3,1,0,SC_051,5188,19986,1073,40,0,hospital_075,2708,S_194,2141
77834,-37.93353653,145.1812439,28 Einstein Avenue,MULGRAVE,5772000.0,house,2009,3,1,2,SC_073,3064,19913,3019,44,0,hospital_161,2855,S_067,693
2220,-37.785089,144.880355,38 Delacey Street,MAIDSTONE,7090000.0,house,2012,4,2,3,SC_052,1452,20023,1912,20,0,hospital_056,1032,S_049,1537
48550,-37.804517,145.038152,53 Mary Street,KEW,12690000.0,house,2016,3,2,1,SC_083,1790,19904,1893,20,0,hospital_064,1007,S_039,651
49288,-37.81343,145.092439,25 Banool Road,BALWYN,14000000.0,house,2013,3,2,0,SC_020,2660,19894,1255,31,1,hospital_117,2097,S_136,1308
20253,-37.798652,144.974485,93 Nicholson Street,CARLTON,7900000.0,house,2015,2,1,0,SC_008,1525,19843,1388,8,1,hospital_188,792,S_200,310
2683,-37.82128,144.889189,109 Francis Street,YARRAVILLE,7574000.0,house,2015,2,1,1,SC_033,3779,19996,608,16,0,hospital_056,3144,S_201,2414
26209,-37.5795494,144.9118002,27 Kelway Street,CRAIGIEBURN,5610000.0,house,2012,4,2,2,SC_005,943,40221,3725,46,0,hospital_104,7956,S_178,2534
87833,-37.939306,145.008128,58 Thomas Street,HAMPTON,10440000.0,house,2013,3,1,1,SC_046,2653,19949,603,27,0,hospital_036,520,S_088,568
96271,-37.928936,145.0481262,81 Fromer Street,BENTLEIGH,4800000.0,house,2010,4,2,1,SC_046,1456,19937,1168,38,0,hospital_110,1096,S_107,1173
56880,-37.844815,145.102877,71 Roslyn Street,BURWOOD,8640000.0,house,2014,3,1,2,SC_037,3344,19849,2105,34,0,hospital_089,1599,S_112,2537
4372,-37.847683,144.864382,32 Rosshire Road,NEWPORT,4560000.0,house,2011,2,1,2,SC_033,2805,19994,1778,21,0,hospital_141,2896,S_056,2088
28793,-37.8026619,144.9997864,121 Yarra Street,ABBOTSFORD,1980000.0,house,2008,2,2,1,SC_068,2782,19976,570,10,1,hospital_134,995,S_076,857
32455,-37.734205,145.022098,26a Malpas Street,PRESTON,4336000.0,house,2010,4,2,2,SC_047,870,20011,1820,29,1,hospital_090,2548,S_225,1188
92091,-37.98268,145.09226,2 Glengala Court,MENTONE,10710000.0,house,2014,3,1,1,SC_003,1316,19864,1815,41,0,hospital_001,1920,S_003,1333
37894,-37.771774,145.025969,1 Palm Street,FAIRFIELD,4688000.0,house,2012,2,1,1,SC_001,1457,19931,871,20,0,hospital_039,1027,S_219,1440
4326,-37.843615,144.868826,29 Maddox Road,NEWPORT,2560000.0,house,2007,3,1,3,SC_033,2706,19994,1303,21,0,hospital_141,2892,S_056,2170
90481,-37.970818,145.055572,3 Higham Street,CHELTENHAM,17250000.0,house,2014,4,2,2,SC_079,2729,19866,472,37,0,hospital_055,1065,S_023,1264
18228,-37.688922,144.91079,15 Bliburg Street,JACANA,2790000.0,house,2012,3,1,0,SC_059,2277,20031,822,35,0,hospital_104,4339,S_153,1539
56365,-37.851792,145.114159,20 Gillard Street,BURWOOD,16500000.0,house,2016,3,1,2,SC_042,3472,19840,2435,28,0,hospital_089,1867,S_097,1782
10230,-37.79171,144.92063,20 Greenham Place,KENSINGTON,8060000.0,house,2010,3,1,1,SC_011,1111,20040,882,15,0,hospital_114,913,S_086,813
11887,-37.71491623,144.8240814,57 Hopkins Avenue,KEILOR,3608000.0,house,2009,3,1,0,SC_107,2015,20001,3114,36,0,hospital_005,5142,S_222,2320
64788,-37.79437256,145.298111,69 Hull Road,CROYDON,6352000.0,house,2009,3,1,2,SC_022,1422,19878,1545,51,1,hospital_164,4026,S_224,1381
41646,-37.729671,145.094093,15 Rosemary Court,VIEWBANK,8700000.0,house,2016,4,2,2,SC_017,3674,19983,2234,31,0,hospital_075,2922,S_020,2830
80489,-37.980703,145.156444,77 Henderson Road,KEYSBOROUGH,7500000.0,house,2014,4,2,2,SC_057,1997,19890,2341,49,0,hospital_096,1924,S_079,1967
2909,-37.817697,144.874701,16 Freame Street,YARRAVILLE,6094000.0,house,2012,3,1,2,SC_033,2652,19996,1355,16,0,hospital_056,2915,S_201,2786
18033,-37.671853,144.944085,11 Avenel Street,DALLAS,4004000.0,house,2014,3,1,3,SC_072,3038,19960,684,39,1,hospital_104,3146,S_153,2095
1561,-37.780277,144.870007,1 + 2 Radio Street,MAIDSTONE,5379000.0,house,2015,2,2,1,SC_052,1621,20022,2202,22,0,hospital_056,2019,S_131,1545
69866,-37.870266,145.107528,29 Teck Street,ASHWOOD,9750000.0,house,2012,3,1,1,SC_042,1613,19840,547,28,0,hospital_089,1851,S_112,1283
10674,-37.786363,144.9334,55 Princes Street,FLEMINGTON,9100000.0,house,2014,2,1,1,SC_011,1582,20040,404,15,0,hospital_114,957,S_086,494
51372,-37.783713,145.101935,4 Koonung Court,DONCASTER,12699000.0,house,2010,3,1,3,SC_091,2149,19896,3988,34,1,hospital_194,1643,S_046,1550
60413,-37.841068,145.18766,10 Rickson Place,VERMONT,17220000.0,house,2016,4,2,2,SC_088,2523,19899,2540,37,1,hospital_192,2605,S_066,2121
15528,-37.73305893,144.8779144,105 Haldane Road,NIDDRIE,4900000.0,house,2009,3,2,1,SC_010,2256,20036,4102,24,0,hospital_184,2603,S_198,1687
50869,-37.793287,145.132156,16 Highview Drive,DONCASTER,13260000.0,house,2014,4,3,2,SC_091,878,20042,3037,30,1,hospital_154,2526,S_188,1002
4928,-37.865625,144.818999,151 Railway Street North,ALTONA,12750000.0,house,2016,3,1,2,SC_033,4976,19925,486,32,0,hospital_141,6387,S_128,1002
43052,-37.719112,145.058162,28 Heritage Court,MACLEOD,8850000.0,house,2015,4,2,2,SC_047,3270,19983,1235,31,0,hospital_025,1341,S_155,2291
53841,-37.814021,144.994344,83 Egan Street,RICHMOND,9280000.0,house,2012,3,1,0,SC_068,1964,19978,277,7,1,hospital_172,320,S_076,504
51567,-37.778568,145.111723,6 Rosine Court,DONCASTER,12768000.0,house,2013,4,2,3,SC_091,1573,19896,4581,34,1,hospital_194,659,S_046,592
23570,-37.656372,144.901776,3 Stella Court,GREENVALE,9490000.0,house,2012,4,2,2,SC_072,1907,44817,2201,40,0,hospital_104,1760,S_211,2540
61345,-37.780441,145.250775,157 Plymouth Road,WARRANWOOD,8239000.0,house,2015,4,2,3,SC_022,3519,19878,3110,51,1,hospital_164,3070,S_157,1904
58965,-37.82332,145.177794,4/30 Mt Pleasant Road,NUNAWADING,6000000.0,house,2011,2,1,1,SC_088,472,19899,396,37,1,hospital_010,2027,S_202,153
94713,-37.923343,145.050533,120 Tucker Road,BENTLEIGH,6390000.0,house,2009,3,1,2,SC_046,2093,19938,1338,39,0,hospital_159,1447,S_107,853
85558,-37.88830185,145.0143127,349 Kooyong Road,ELSTERNWICK,11700000.0,house,2009,3,1,0,SC_023,2848,19954,1243,17,0,hospital_081,446,S_193,744
35519,-37.709954,144.99997,72 O'Connor Street,RESERVOIR,10682000.0,house,2016,3,1,2,SC_103,3303,20009,871,33,1,hospital_139,864,S_030,2621
66624,-37.793853,145.321929,6A Yates Court,MOOROOLBARK,30600000.0,house,2012,3,2,2,SC_022,3467,19877,1315,54,1,hospital_113,4577,S_224,1374
2276,-37.778708,144.871268,42 Omar Street,MAIDSTONE,6994000.0,house,2012,3,1,3,SC_052,1439,20022,2401,22,0,hospital_056,2074,S_131,1435
88612,-37.947279,145.035076,2/4 Baldwin Street,HIGHETT,7350000.0,house,2015,2,2,1,SC_079,565,19872,610,40,0,hospital_110,1591,S_069,565
35155,-37.719826,144.987979,52 Kia-Ora Road,RESERVOIR,8540000.0,house,2016,3,1,2,SC_103,2520,20011,1615,29,1,hospital_139,922,S_030,1155
50986,-37.78007,145.138373,2 Roseland Grove,DONCASTER,16800000.0,house,2015,3,2,2,SC_091,1340,19897,4536,35,1,hospital_194,2171,S_188,1481
31406,-37.753968,145.008389,65 Pender Street,THORNBURY,13950000.0,house,2011,3,2,1,SC_103,1698,20014,872,23,1,hospital_035,997,S_105,529
89305,-37.95763,145.026209,2 Holloway Close,SANDRINGHAM,14654000.0,house,2012,3,2,2,SC_079,1611,19872,1715,40,0,hospital_058,778,S_214,1406
49921,-37.77643585,145.0820313,15 Ben Nevis Grove,BULLEEN,11700000.0,house,2009,3,2,2,SC_009,1482,19934,2856,25,0,hospital_046,2863,S_154,1366
91585,-37.978938,145.044156,367 Balcombe Road,BEAUMARIS,15480000.0,house,2010,4,3,2,SC_079,3329,19866,1644,37,0,hospital_055,703,S_011,1630
45680,-37.67736816,145.1210632,4 Paperbark Place,PLENTY,7200000.0,house,2008,5,2,2,SC_051,3432,19985,3168,38,0,hospital_075,3368,S_051,1552
26402,-37.60694122,144.9194183,3 St Andrews Drive,CRAIGIEBURN,2700000.0,house,2008,4,2,2,SC_016,1642,40221,2184,46,0,hospital_104,4872,S_178,1931
63965,-37.791322,145.291148,222 Dorset Road,CROYDON,6075000.0,house,2012,3,1,2,SC_022,1118,19878,1035,51,1,hospital_164,3623,S_181,1034
2153,-37.7888942,144.8803645,31 Norfolk Street,MAIDSTONE,7280000.0,house,2014,3,1,1,SC_043,1741,20023,1502,20,0,hospital_056,697,S_149,1741
22307,-37.739068,144.964741,22 Beckwith Street,COBURG,7502000.0,house,2010,2,1,1,SC_030,1485,19965,385,28,1,hospital_084,1764,S_172,292
91837,-37.97140884,145.0395508,81 Morey Road,BEAUMARIS,10098000.0,house,2009,2,1,2,SC_079,2483,19866,1420,37,0,hospital_055,1454,S_023,1951
96974,-37.999696,145.264926,6 Thanos Court,HALLAM,5880000.0,house,2010,4,2,2,SC_077,1581,19885,2053,59,0,hospital_119,4346,S_212,565
15101,-37.735115,144.908939,21 First Avenue,STRATHMORE,9360000.0,house,2014,3,1,1,SC_082,322,20036,1711,24,0,hospital_184,869,S_197,1056
28406,-37.80143356,144.9747925,8 Moor Street,FITZROY,5310000.0,house,2007,2,1,0,SC_008,1238,19843,1084,8,1,hospital_125,717,S_200,462
60454,-37.835006,145.192766,13 Grigg Avenue,VERMONT,12555000.0,house,2012,4,2,2,SC_088,2096,19900,1893,40,1,hospital_010,2736,S_202,1908
39255,-37.753128,145.033583,95 Liberty Parade,BELLFIELD,7680000.0,house,2015,2,1,2,SC_047,1648,19933,2041,23,0,hospital_039,1166,S_219,1829
56188,-37.852945,145.108015,13 Spence st,BURWOOD,8580000.0,house,2013,3,1,2,SC_042,3079,19840,2327,28,0,hospital_089,1316,S_112,1956
5950,-37.798351,144.82374,1 Mayo Street,SUNSHINE,3440000.0,house,2011,3,1,1,SC_102,1982,20021,1356,26,0,hospital_174,2426,S_130,1557
87449,-37.937702,145.013832,19 Fewster Road,HAMPTON,19800000.0,house,2016,4,2,2,SC_046,2161,19949,1086,27,0,hospital_036,1032,S_088,1017
5835,-37.786798,144.863457,61 churchill ave,BRAYBROOK,9775000.0,house,2011,3,1,2,SC_043,782,20022,1387,22,0,hospital_056,2121,S_149,783
79520,-37.999945,145.150154,10 Oakland Place,KEYSBOROUGH,12090000.0,house,2016,4,2,2,SC_057,2186,19890,4334,49,0,hospital_096,1960,S_079,2101
34821,-37.713531,145.011775,38 Orrong Avenue,RESERVOIR,6391000.0,house,2013,3,2,2,SC_103,3026,20010,563,32,1,hospital_139,1289,S_225,1958
52137,-37.814459,145.00086,11 Kent Street,RICHMOND,2574000.0,house,2016,3,3,1,SC_068,2536,19978,832,7,1,hospital_042,194,S_076,713
20712,-37.776973,144.965694,198 Barkly Street,BRUNSWICK,11940000.0,house,2012,3,2,1,SC_008,3899,19969,652,20,1,hospital_024,1673,S_138,304
41680,-37.74055481,145.078949,16 McCrae Road,ROSANNA,3960000.0,house,2009,3,1,1,SC_017,1926,19936,1157,28,0,hospital_066,2227,S_100,2269
47798,-37.795694,145.03043,12 Botanic Drive,KEW,27000000.0,house,2010,4,2,2,SC_083,2795,19931,1927,20,0,hospital_029,902,S_039,1122
28043,-37.794034,144.980033,107 Cecil Street,FITZROY,14300000.0,house,2016,2,1,0,SC_008,2176,19975,1391,11,1,hospital_188,1424,S_200,489
12939,-37.70357513,144.7538147,30 Allenby Road,HILLSIDE,5072000.0,house,2007,3,2,2,SC_048,3446,20000,1814,39,0,hospital_057,8288,S_163,1075
35560,-37.726886,145.034955,76 Seston Street,RESERVOIR,4840000.0,house,2010,3,1,2,SC_047,1361,20010,2702,32,1,hospital_025,1320,S_225,591
62793,-37.834323,145.232595,28 Cuthbert Street,HEATHMONT,8070000.0,house,2010,3,1,2,SC_032,2424,19871,1246,46,1,hospital_179,1741,S_040,2513
84900,-37.878447,144.979413,350 Barkly Street,ELWOOD,15450000.0,house,2012,3,1,3,SC_015,1092,19955,1419,15,0,hospital_103,2265,S_017,1111
54564,-37.825654,145.043573,5 Goodall Street,HAWTHORN,16200000.0,house,2015,3,1,1,SC_083,909,19903,414,23,0,hospital_127,786,S_208,954
81270,-37.98057938,145.1988373,40 Birdwood Avenue,DANDENONG,2511000.0,house,2007,4,1,2,SC_112,1598,19889,686,51,0,hospital_033,1602,S_183,1343
11864,-37.716079,144.826647,46 Hopkins Avenue,KEILOR,7860000.0,house,2015,3,2,2,SC_107,2106,20001,3249,36,0,hospital_005,5053,S_222,2422
27077,-37.602402,144.941491,5 Carlisle Street,CRAIGIEBURN,4690000.0,house,2015,3,1,3,SC_110,493,40221,174,46,0,hospital_104,5688,S_005,593
19776,-37.673482,144.893892,53 Stonebridge Way,ATTWOOD,4520000.0,house,2012,4,3,3,SC_059,1819,20030,2504,37,0,hospital_104,3449,S_153,2499
52434,-37.831117,144.995768,16 Gordon Street,CREMORNE,6255000.0,house,2013,2,1,0,SC_038,1521,19907,537,6,0,hospital_196,764,S_102,1503
